"Step","albef - loss","albef - loss__MIN","albef - loss__MAX"
"52","0.02684444023296237","0.02684444023296237","0.02684444023296237"
"53","0.04742371670901775","0.04742371670901775","0.04742371670901775"
"54","0.040856061931699515","0.040856061931699515","0.040856061931699515"
"55","0.03690778443589807","0.03690778443589807","0.03690778443589807"
"56","0.024137209272012114","0.024137209272012114","0.024137209272012114"
"57","0.02577221519779414","0.02577221519779414","0.02577221519779414"
"58","0.03052248536609113","0.03052248536609113","0.03052248536609113"
"59","0.03923055635765195","0.03923055635765195","0.03923055635765195"
"60","0.04416995123028755","0.04416995123028755","0.04416995123028755"
"61","0.03625826985575259","0.03625826985575259","0.03625826985575259"
"62","0.028124153818935155","0.028124153818935155","0.028124153818935155"
"63","0.024050755682401358","0.024050755682401358","0.024050755682401358"
"64","0.014839166374877096","0.014839166374877096","0.014839166374877096"
"65","0.057661979757249356","0.057661979757249356","0.057661979757249356"
"66","0.07747638490051031","0.07747638490051031","0.07747638490051031"
"67","0.04469191957265139","0.04469191957265139","0.04469191957265139"
"68","0.033401678372174504","0.033401678372174504","0.033401678372174504"
"69","0.02781422862317413","0.02781422862317413","0.02781422862317413"
"72","0.013766717202961444","0.013766717202961444","0.013766717202961444"
"73","0.0050551957916468385","0.0050551957916468385","0.0050551957916468385"
"74","0.020970734525471924","0.020970734525471924","0.020970734525471924"
"75","0.010783329429104925","0.010783329429104925","0.010783329429104925"
"76","0.017301983055658637","0.017301983055658637","0.017301983055658637"
"77","0.010554577009752392","0.010554577009752392","0.010554577009752392"
"78","0.016840004925616086","0.016840004925616086","0.016840004925616086"
"79","0.013620928355958312","0.013620928355958312","0.013620928355958312"
"80","0.008005599486641585","0.008005599486641585","0.008005599486641585"
"81","0.019551764777861535","0.019551764777861535","0.019551764777861535"
"82","0.013086051326245069","0.013086051326245069","0.013086051326245069"
"83","0.019602978145703675","0.019602978145703675","0.019602978145703675"
"84","0.01544263363815844","0.01544263363815844","0.01544263363815844"
"85","0.00957007249700837","0.00957007249700837","0.00957007249700837"
"86","0.02290417086565867","0.02290417086565867","0.02290417086565867"
"87","0.020611075067427008","0.020611075067427008","0.020611075067427008"
"88","0.008455500062555075","0.008455500062555075","0.008455500062555075"
"89","0.012322054598480464","0.012322054598480464","0.012322054598480464"
"90","0.017917080544866622","0.017917080544866622","0.017917080544866622"
"91","0.0170495015475899","0.0170495015475899","0.0170495015475899"
"92","0.02778241185005754","0.02778241185005754","0.02778241185005754"
"93","0.01435825641732663","0.01435825641732663","0.01435825641732663"
"96","0.007751943920156918","0.007751943920156918","0.007751943920156918"
"97","0.008050465668784455","0.008050465668784455","0.008050465668784455"
"98","0.017576640521874652","0.017576640521874652","0.017576640521874652"
"99","0.019685589654254727","0.019685589654254727","0.019685589654254727"
"100","0.017815207240055315","0.017815207240055315","0.017815207240055315"
"101","0.014673608771990984","0.014673608771990984","0.014673608771990984"
"102","0.01891156364057679","0.01891156364057679","0.01891156364057679"
"103","0.010898088323883712","0.010898088323883712","0.010898088323883712"
"104","0.006086338334716857","0.006086338334716857","0.006086338334716857"
"105","0.0075039746402762834","0.0075039746402762834","0.0075039746402762834"
"106","0.007318090520275291","0.007318090520275291","0.007318090520275291"
"107","0.012088470639428124","0.012088470639428124","0.012088470639428124"
"108","0.007234735916135833","0.007234735916135833","0.007234735916135833"
"109","0.00851576570654288","0.00851576570654288","0.00851576570654288"
"110","0.017357705626636744","0.017357705626636744","0.017357705626636744"
"111","0.004012436252087355","0.004012436252087355","0.004012436252087355"
"112","0.015405375135596842","0.015405375135596842","0.015405375135596842"
"113","0.008494302869075909","0.008494302869075909","0.008494302869075909"
"114","0.015387501990771853","0.015387501990771853","0.015387501990771853"
"115","0.011064536871854215","0.011064536871854215","0.011064536871854215"
"116","0.010981917206663638","0.010981917206663638","0.010981917206663638"
"117","0.012963292710483075","0.012963292710483075","0.012963292710483075"
"120","0.02050305351614952","0.02050305351614952","0.02050305351614952"
"121","0.0025403793388977646","0.0025403793388977646","0.0025403793388977646"
"122","0.006533970488235354","0.006533970488235354","0.006533970488235354"
"123","0.0037251337739871815","0.0037251337739871815","0.0037251337739871815"
"124","0.0026870819594478233","0.0026870819594478233","0.0026870819594478233"
"125","0.010782077528419904","0.010782077528419904","0.010782077528419904"
"126","0.013230701476568357","0.013230701476568357","0.013230701476568357"
"127","0.013870211977045983","0.013870211977045983","0.013870211977045983"
"128","0.0029772127827163786","0.0029772127827163786","0.0029772127827163786"
"129","0.0036875391099601986","0.0036875391099601986","0.0036875391099601986"
"130","0.007365461127483286","0.007365461127483286","0.007365461127483286"
"131","0.0015696142235537992","0.0015696142235537992","0.0015696142235537992"
"132","0.011785539112752303","0.011785539112752303","0.011785539112752303"
"133","0.0025111753679811955","0.0025111753679811955","0.0025111753679811955"
"134","0.0018350045272381977","0.0018350045272381977","0.0018350045272381977"
"135","0.009001904572942294","0.009001904572942294","0.009001904572942294"
"136","0.003600810721400194","0.003600810721400194","0.003600810721400194"
"137","0.005429104926879518","0.005429104926879518","0.005429104926879518"
"138","0.0016809897677740081","0.0016809897677740081","0.0016809897677740081"
"139","0.005496700698276982","0.005496700698276982","0.005496700698276982"
"140","0.0007500566262751818","0.0007500566262751818","0.0007500566262751818"
"141","0.011263277012621984","0.011263277012621984","0.011263277012621984"
"144","0.0037819780202698896","0.0037819780202698896","0.0037819780202698896"
"145","0.0056397544799256134","0.0056397544799256134","0.0056397544799256134"
"146","0.005236491552204825","0.005236491552204825","0.005236491552204825"
"147","0.005305218084831722","0.005305218084831722","0.005305218084831722"
"148","0.005844022447708994","0.005844022447708994","0.005844022447708994"
"149","0.002085556638194248","0.002085556638194248","0.002085556638194248"
"150","0.002860407509142533","0.002860407509142533","0.002860407509142533"
"151","0.00699060176673811","0.00699060176673811","0.00699060176673811"
"152","0.0017482948361430316","0.0017482948361430316","0.0017482948361430316"
"153","0.0009241613518679515","0.0009241613518679515","0.0009241613518679515"
"154","0.0068827081023482605","0.0068827081023482605","0.0068827081023482605"
"155","0.0020951764221535996","0.0020951764221535996","0.0020951764221535996"
"156","0.0032885172247188164","0.0032885172247188164","0.0032885172247188164"
"157","0.008282665696460753","0.008282665696460753","0.008282665696460753"
"158","0.005439229005132802","0.005439229005132802","0.005439229005132802"
"159","0.0020550743030617012","0.0020550743030617012","0.0020550743030617012"
"160","0.011181718800216914","0.011181718800216914","0.011181718800216914"
"161","0.0031127432646462696","0.0031127432646462696","0.0031127432646462696"
"162","0.0010491444024955854","0.0010491444024955854","0.0010491444024955854"
"163","0.0009345469693653285","0.0009345469693653285","0.0009345469693653285"
"164","0.010516242443700322","0.010516242443700322","0.010516242443700322"
"165","0.004454733689781279","0.004454733689781279","0.004454733689781279"
"168","0.0064067131699994204","0.0064067131699994204","0.0064067131699994204"
"169","0.0005390932381851599","0.0005390932381851599","0.0005390932381851599"
"170","0.008269659667275846","0.008269659667275846","0.008269659667275846"
"171","0.010023424083192367","0.010023424083192367","0.010023424083192367"
"172","0.0014180635011871346","0.0014180635011871346","0.0014180635011871346"
"173","0.0009207365458132699","0.0009207365458132699","0.0009207365458132699"
"174","0.004034954019007273","0.004034954019007273","0.004034954019007273"
"175","0.0009854736604029313","0.0009854736604029313","0.0009854736604029313"
"176","0.008514923976617865","0.008514923976617865","0.008514923976617865"
"177","0.006399460900865961","0.006399460900865961","0.006399460900865961"
"178","0.003975114910281264","0.003975114910281264","0.003975114910281264"
"179","0.01090672075486509","0.01090672075486509","0.01090672075486509"
"180","0.0026821694668615237","0.0026821694668615237","0.0026821694668615237"
"181","0.0017658151424257084","0.0017658151424257084","0.0017658151424257084"
"182","0.000668713275808841","0.000668713275808841","0.000668713275808841"
"183","0.0014328009891323744","0.0014328009891323744","0.0014328009891323744"
"184","0.0044991957524325695","0.0044991957524325695","0.0044991957524325695"
"185","0.0004936352444929071","0.0004936352444929071","0.0004936352444929071"
"186","0.015381798198213802","0.015381798198213802","0.015381798198213802"
"187","0.0047662993153790014","0.0047662993153790014","0.0047662993153790014"
"188","0.006479357898351737","0.006479357898351737","0.006479357898351737"
"189","0.0038803686801111327","0.0038803686801111327","0.0038803686801111327"
